etapa,manzana,lote,area,precio,ubicacion
1,F,1,90.08,39000.0,ESQUINA
1,F,2,91.51,37000.0,MEDIANERO
1,F,3,162.21,55151.4,ESQUINA
1,F,4,90.0,36700.0,MEDIANERO
1,F,5,90.0,36700.0,MEDIANERO
1,F,6,90.0,36700.0,MEDIANERO
1,F,7,90.0,36700.0,MEDIANERO
1,F,8,90.0,36700.0,MEDIANERO
1,F,9,90.0,36700.0,MEDIANERO
1,F,10,90.0,36700.0,MEDIANERO
1,F,11,90.0,36700.0,MEDIANERO
1,F,12,90.0,36700.0,MEDIANERO
1,F,13,90.0,36700.0,MEDIANERO
1,F,14,98.97,42000.0,F/CENTRO/C
1,F,15,103.39,45000.0,ESQ/FRE/CC
1,F,16,90.0,36700.0,MEDIANERO
1,F,17,90.0,36700.0,MEDIANERO
1,F,18,90.0,36700.0,MEDIANERO
1,F,19,90.0,36700.0,MEDIANERO
1,F,20,90.0,36700.0,MEDIANERO
1,F,21,90.0,36700.0,MEDIANERO
1,F,22,90.0,36700.0,MEDIANERO
1,F,23,90.0,36700.0,MEDIANERO
1,F,24,90.0,36700.0,MEDIANERO
1,F,25,90.0,36700.0,MEDIANERO
1,F,26,90.0,36700.0,MEDIANERO
1,F,27,90.0,36700.0,MEDIANERO
1,G,1,147.7,62218.0,ESQUINA
1,G,2,92.39,39600.0,MEDIANERO
1,G,3,91.97,39600.0,MEDIANERO
1,G,4,95.9,42800.0,MEDIANERO
1,G,5,99.83,47800.0,ESQUINA
1,G,6,90.0,36700.0,MEDIANERO
1,G,7,90.0,36700.0,MEDIANERO
1,G,8,90.0,36700.0,MEDIANERO
1,G,9,90.0,36700.0,MEDIANERO
1,G,10,90.0,36700.0,MEDIANERO
1,G,11,90.0,36700.0,MEDIANERO
1,G,12,90.0,36700.0,MEDIANERO
1,G,13,90.0,36700.0,MEDIANERO
1,G,14,90.0,36700.0,MEDIANERO
1,G,15,90.0,36700.0,MEDIANERO
1,G,16,90.0,36700.0,MEDIANERO
1,G,17,123.91,51000.0,ESQUINA
1,G,18,117.59,44000.0,MEDIANERO
1,G,19,121.47,51000.0,ESQUINA
1,G,20,90.0,36700.0,MEDIANERO
1,G,21,90.0,36700.0,MEDIANERO
1,G,22,90.0,36700.0,MEDIANERO
1,G,23,90.0,36700.0,MEDIANERO
1,G,24,90.0,36700.0,MEDIANERO
1,G,25,90.0,36700.0,MEDIANERO
1,G,26,90.0,36700.0,MEDIANERO
1,G,27,90.0,36700.0,MEDIANERO
1,G,28,90.0,36700.0,MEDIANERO
1,G,29,90.0,36700.0,MEDIANERO
1,G,30,98.16,39200.0,MEDIANERO
1,H,1,111.31,40610.25,ESQUINA
1,H,2,129.78,46338.4,ESQ/ALAME
1,H,3,178.14,55425.7,MEDIANERO
1,H,4,104.16,36560.8,MEDIANERO
1,H,5,104.16,36560.8,MEDIANERO
1,H,6,104.16,36560.8,MEDIANERO
1,H,7,104.16,36560.8,MEDIANERO
1,H,8,104.16,36560.8,MEDIANERO
1,H,9,104.16,36560.8,MEDIANERO
1,H,10,104.16,36560.8,MEDIANERO
1,H,11,104.16,36560.8,MEDIANERO
1,H,12,96.49,36534.75,ESQUINA
1,H,13,91.84,33419.2,MEDIANERO
1,H,14,90.44,33062.2,MEDIANERO
1,H,15,89.8,34695.0,ESQUINA
1,H,16,104.16,36560.8,MEDIANERO
1,H,17,104.16,36560.8,MEDIANERO
1,H,18,104.16,36560.8,MEDIANERO
1,H,19,104.16,36560.8,MEDIANERO
1,H,20,104.16,36560.8,MEDIANERO
1,H,21,104.16,36560.8,MEDIANERO
1,H,22,104.16,36560.8,MEDIANERO
1,H,23,104.16,36560.8,MEDIANERO
1,H,24,104.16,36560.8,MEDIANERO
1,H,25,104.16,36560.8,MEDIANERO
1,H,26,104.16,36560.8,MEDIANERO
1,I,1,126.1,35308.0,ESQUINA/PARQUE
1,I,2,86.22,22417.2,FRE/PARQ
1,I,3,86.08,22380.8,FRE/PARQ
1,I,4,86.95,22607.0,FRE/PARQ
1,I,5,87.27,22690.2,FRE/PARQ
1,I,6,87.64,22786.4,MEDIANERO
1,I,7,87.99,22877.4,MEDIANERO
1,I,8,88.34,22968.4,MEDIANERO
1,I,9,88.7,23062.0,MEDIANERO
1,I,10,115.12,32233.6,ESQUINA
1,I,11,133.65,37422.0,ESQUINA
1,I,12,90.0,23400.0,MEDIANERO
1,I,13,90.0,23400.0,MEDIANERO
1,I,14,90.0,23400.0,MEDIANERO
1,I,15,90.0,23400.0,FRE/PARQ
1,J,1,123.85,34678.0,ESQUINA
1,J,2,101.96,26509.6,MEDIANERO
1,J,3,100.72,26187.2,MEDIANERO
1,J,4,100.19,28053.2,ESQUINA
1,J,5,90.0,25200.0,FRE/PARQ
1,J,6,90.0,25200.0,FRE/PARQ
1,J,7,90.0,25200.0,FRE/PARQ
1,J,8,90.0,23400.0,MEDIANERO
1,J,9,90.0,23400.0,MEDIANERO
1,J,10,90.0,23400.0,MEDIANERO
1,J,11,90.0,23400.0,MEDIANERO
1,J,12,90.0,23400.0,MEDIANERO
1,J,13,119.24,33387.2,ESQUINA
1,J,14,100.62,26161.2,MEDIANERO
1,J,15,100.19,26049.4,MEDIANERO
1,J,16,100.77,28215.6,ESQUINA
1,J,17,90.0,23400.0,MEDIANERO
1,J,18,90.0,23400.0,MEDIANERO
1,J,19,90.0,23400.0,MEDIANERO
1,J,20,90.0,23400.0,MEDIANERO
1,J,21,90.0,23400.0,MEDIANERO
1,J,22,90.0,23400.0,MEDIANERO
1,J,23,90.0,23400.0,MEDIANERO
1,J,24,90.0,23400.0,MEDIANERO
1,L,1,90.0,25200.0,ESQUINA
1,L,2,90.04,23410.4,MEDIANERO
1,L,3,100.27,26070.2,MEDIANERO
1,L,4,142.61,37078.6,MEDIANERO
1,L,5,94.83,24655.8,MEDIANERO
1,L,6,94.83,24655.8,MEDIANERO
1,L,7,94.83,24655.8,MEDIANERO
1,L,8,94.83,24655.8,MEDIANERO
1,L,9,94.83,24655.8,MEDIANERO
1,L,10,94.83,24655.8,MEDIANERO
1,L,11,94.21,27320.9,ESQ/F/PARQ
1,L,12,90.04,25661.4,FRE/PARQ
1,L,13,90.41,26218.9,ESQ/F/PARQ
1,L,14,90.0,23400.0,MEDIANERO
1,L,15,90.0,23400.0,MEDIANERO
1,L,16,90.0,23400.0,MEDIANERO
1,L,17,90.0,23400.0,MEDIANERO
1,L,18,90.0,23400.0,MEDIANERO
1,L,19,81.08,21080.8,MEDIANERO
1,M,1,140.31,49286.8,ESQUINA
1,M,2,115.58,40050.8,MEDIANERO
1,M,3,90.0,33400.0,MEDIANERO
1,M,4,90.0,33400.0,MEDIANERO
1,M,5,90.0,33400.0,MEDIANERO
1,M,6,90.0,33400.0,MEDIANERO
1,M,7,90.0,33400.0,MEDIANERO
1,M,8,90.0,33400.0,MEDIANERO
1,M,9,90.0,33400.0,MEDIANERO
1,M,10,90.0,33400.0,MEDIANERO
1,M,11,90.0,33400.0,MEDIANERO
1,M,12,90.0,33400.0,MEDIANERO
1,M,13,90.0,33400.0,MEDIANERO
1,M,14,90.0,33400.0,MEDIANERO
1,M,15,90.0,33400.0,MEDIANERO
1,M,16,90.15,35242.0,ESQUINA
1,M,17,90.12,33431.2,MEDIANERO
1,M,18,87.06,34376.8,ESQUINA
1,M,19,90.0,33400.0,MEDIANERO
1,M,20,90.0,33400.0,MEDIANERO
1,M,21,90.0,33400.0,MEDIANERO
1,M,22,90.0,33400.0,MEDIANERO
1,M,23,90.0,33400.0,MEDIANERO
1,M,24,90.0,33400.0,MEDIANERO
1,M,25,90.0,33400.0,MEDIANERO
1,M,26,90.0,33400.0,MEDIANERO
1,M,27,90.0,33400.0,MEDIANERO
1,M,28,90.0,33400.0,MEDIANERO
1,M,29,90.0,33400.0,MEDIANERO
1,M,30,90.0,33400.0,MEDIANERO
1,M,31,90.0,33400.0,MEDIANERO
1,M,32,90.0,33400.0,MEDIANERO
1,N,1,90.0,26100.0,ESQUINA/PARQUE
1,N,2,90.0,25200.0,MEDIANERO
1,N,3,90.0,25200.0,MEDIANERO
1,N,4,90.0,25200.0,MEDIANERO
1,N,5,90.0,25200.0,MEDIANERO
1,N,6,90.0,25200.0,MEDIANERO
1,N,7,90.0,25200.0,MEDIANERO
1,N,8,90.0,25200.0,MEDIANERO
1,N,9,143.52,41620.8,ESQUINA
1,N,10,153.14,44410.6,ESQUINA
1,N,11,90.0,25200.0,MEDIANERO
1,N,12,90.0,25200.0,MEDIANERO
1,N,13,90.0,25200.0,MEDIANERO
1,N,14,90.0,25200.0,MEDIANERO
1,N,15,90.0,25200.0,MEDIANERO
1,N,16,90.0,25200.0,MEDIANERO
1,N,17,90.0,25650.0,FRE/ALAMEDA
1,N,18,90.0,25650.0,FRE/ALAMEDA
1,N,19,90.0,25650.0,FRE/ALAMEDA
1,N,20,90.0,25650.0,FRE/ALAMEDA
1,N,21,91.08,26413.2,ESQUINA/PARQUE
1,Ñ,1,121.94,36582.0,ESQ/F/ALAMEDA
1,Ñ,2,90.0,26100.0,FRE/ALAMEDA
1,Ñ,3,90.0,26100.0,FRE/ALAMEDA
1,Ñ,4,90.0,26100.0,FRE/ALAMEDA
1,Ñ,5,90.0,26100.0,FRE/ALAMEDA
1,Ñ,6,90.0,26100.0,FRE/ALAMEDA
1,Ñ,7,90.0,26100.0,FRE/ALAMEDA
1,Ñ,8,90.0,26100.0,FRE/ALAMEDA
1,Ñ,9,90.0,26100.0,FRE/ALAMEDA
1,Ñ,10,90.0,26100.0,FRE/ALAMEDA
1,Ñ,11,90.0,26100.0,FRE/ALAMEDA
1,Ñ,12,128.33,38499.0,ESQ/F/ALAMEDA
1,Ñ,13,92.48,27281.6,ESQUINA
1,Ñ,14,90.0,23850.0,MEDIANERO
1,Ñ,15,90.0,23850.0,MEDIANERO
1,Ñ,16,90.0,23850.0,MEDIANERO
1,Ñ,17,90.0,23850.0,MEDIANERO
1,Ñ,18,90.0,23850.0,MEDIANERO
1,Ñ,19,90.0,23850.0,MEDIANERO
1,Ñ,20,90.0,23850.0,MEDIANERO
1,Ñ,21,90.0,23850.0,MEDIANERO
1,Ñ,22,90.0,23850.0,MEDIANERO
1,Ñ,23,128.41,37880.95,ESQUINA
1,O,1,96.7,41911.0,ESQ/F/PARQ
1,O,2,90.0,37900.0,MEDIANERO
1,O,3,90.0,37900.0,MEDIANERO
1,O,4,90.0,37900.0,MEDIANERO
1,O,5,90.0,37900.0,MEDIANERO
1,O,6,90.0,37900.0,MEDIANERO
1,O,7,90.0,37900.0,MEDIANERO
1,O,8,90.0,37900.0,MEDIANERO
1,O,9,90.0,37900.0,MEDIANERO
1,O,10,90.0,37900.0,MEDIANERO
1,O,11,90.0,37900.0,MEDIANERO
1,O,12,88.24,39119.2,ESQ/F/ALAMEDA
1,O,13,90.12,39289.0,FRE/ALAMEDA
1,O,14,87.07,38733.1,ESQ/F/ALAMEDA
1,O,15,90.0,37900.0,FRE/ALAMEDA
1,O,16,90.0,37900.0,FRE/ALAMEDA
1,O,17,90.0,37900.0,FRE/ALAMEDA
1,O,18,90.0,37900.0,FRE/ALAMEDA
1,O,19,90.0,37900.0,FRE/ALAMEDA
1,O,20,90.0,37900.0,FRE/ALAMEDA
1,O,21,90.0,37900.0,FRE/ALAMEDA
1,O,22,90.0,37900.0,FRE/ALAMEDA
1,O,23,90.0,37900.0,FRE/ALAMEDA
1,O,24,90.0,37900.0,FRE/ALAMEDA
1,O,25,108.1,45673.0,ESQ/F/PARQ
1,P,1,83.07,37413.1,ESQ/F/PARQ
1,P,2,85.0,36350.0,MEDIANERO
1,P,3,109.89,44065.9,MEDIANERO
1,P,4,96.11,39794.1,MEDIANERO
1,P,5,100.76,41235.6,MEDIANERO
1,P,6,90.0,37900.0,MEDIANERO
1,P,7,90.0,37900.0,MEDIANERO
1,P,8,90.0,37900.0,MEDIANERO
1,P,9,90.0,37900.0,MEDIANERO
1,P,10,90.0,37900.0,MEDIANERO
1,P,11,90.0,37900.0,MEDIANERO
1,P,12,90.0,37900.0,MEDIANERO
1,P,13,93.71,40924.3,ESQ/F/ALAMEDA
1,P,14,94.33,40657.25,FRE/ALAMEDA
1,P,15,90.07,39723.1,ESQ/F/ALAMEDA
1,P,16,90.0,37900.0,MEDIANERO
1,P,17,90.0,37900.0,MEDIANERO
1,P,18,90.0,37900.0,MEDIANERO
1,P,19,90.0,37900.0,MEDIANERO
1,P,20,90.0,37900.0,MEDIANERO
1,P,21,90.0,37900.0,MEDIANERO
1,P,22,90.0,37900.0,MEDIANERO
1,P,23,90.0,37900.0,MEDIANERO
1,P,24,90.0,37900.0,MEDIANERO
1,P,25,90.0,37900.0,MEDIANERO
1,P,26,90.0,37900.0,MEDIANERO
1,P,27,95.05,41366.5,ESQ/F/PARQ
1,P,28,105.5,44287.5,FRE/PARQ
1,P,29,102.15,43198.75,FRE/PARQ
1,Q,1,93.02,35580.5,ESQUINA
1,Q,2,101.77,37986.75,ESQUINA
1,Q,3,90.0,32950.0,MEDIANERO
1,Q,4,90.0,32950.0,MEDIANERO
1,Q,5,90.0,32950.0,MEDIANERO
1,Q,6,90.0,32950.0,MEDIANERO
1,Q,7,93.25,35643.75,ESQUINA
1,Q,8,99.7,37417.5,ESQUINA
1,Q,9,90.0,32950.0,MEDIANERO
1,Q,10,90.0,32950.0,MEDIANERO
1,Q,11,90.0,32950.0,MEDIANERO
1,Q,12,90.0,32950.0,MEDIANERO
1,R,1,102.27,39146.95,ESQ/F/ALAMEDA
1,R,2,94.52,34102.6,MEDIANERO
1,R,3,94.52,34102.6,MEDIANERO
1,R,4,94.52,35993.0,ESQUINA
1,R,5,97.28,34806.4,MEDIANERO
1,R,6,97.17,34778.35,MEDIANERO
1,R,7,92.63,33620.65,MEDIANERO
1,R,8,100.52,37643.0,ESQUINA
1,R,9,90.0,32950.0,MEDIANERO
1,R,10,100.63,38679.55,ESQ/F/ALAMEDA
1,R,11,104.63,39296.4,FRE/ALAMEDA
1,R,12,112.24,41427.2,FRE/ALAMEDA
1,R,13,104.19,39173.2,FRE/ALAMEDA
1,R,14,97.28,37238.4,FRE/ALAMEDA
1,R,15,90.4,35312.0,FRE/ALAMEDA
1,T,1,98.03,31369.6,ESQUINA
1,T,2,95.23,29521.3,MEDIANERO
1,T,3,92.43,28653.3,MEDIANERO
1,T,4,89.64,27788.4,MEDIANERO
1,T,5,86.84,27788.8,ESQUINA
1,T,6,90.0,27900.0,MEDIANERO
1,T,7,90.0,27900.0,MEDIANERO
1,T,8,90.0,27900.0,MEDIANERO
1,T,9,90.0,27900.0,MEDIANERO
1,T,10,90.0,29250.0,FRE/PARQUE
1,T,11,90.0,29250.0,FRE/PARQUE
1,T,12,90.0,29250.0,FRE/PARQUE
1,T,13,90.0,29250.0,FRE/PARQUE
1,T,14,90.0,29250.0,FRE/PARQUE
1,T,15,90.0,29250.0,FRE/PARQUE
1,T,16,90.0,29250.0,FRE/PARQUE
1,T,17,96.08,31706.4,ESQ/FRE/PARQ
1,T,18,114.14,37095.5,FRE/PARQUE
1,T,19,87.21,28343.25,FRE/PARQUE
1,T,20,103.37,34112.1,ESQ/FRE/PARQ
1,T,21,90.0,27900.0,MEDIANERO
1,T,22,90.0,27900.0,MEDIANERO
1,T,23,90.0,27900.0,MEDIANERO
1,T,24,90.0,27900.0,MEDIANERO
1,T,25,90.0,27900.0,MEDIANERO
1,T,26,90.0,27900.0,MEDIANERO
1,T,27,90.0,27900.0,MEDIANERO
1,T,28,90.0,27900.0,MEDIANERO
1,T,29,90.0,27900.0,MEDIANERO
1,T,30,90.0,27900.0,MEDIANERO
1,T,31,90.0,27900.0,MEDIANERO
1,T,32,90.0,27900.0,MEDIANERO
1,U,1,111.43,46771.9,ESQ/FRE/PARQ
1,U,2,131.92,52874.0,FRE/PARQUE
1,U,3,145.13,57892.9,ESQ/FRE/PARQ
1,U,4,91.62,39776.5,FRE/PARQUE
1,U,5,93.06,40709.8,ESQ/FRE/PARQ
1,W,1,101.31,44298.61,ESQ/F/PARQ
1,W,2,90.0,37900.0,MEDIANERO
1,W,3,90.0,37900.0,MEDIANERO
1,W,4,90.0,37900.0,MEDIANERO
1,W,5,90.0,37900.0,MEDIANERO
1,W,6,90.0,37900.0,MEDIANERO
1,W,7,138.96,60601.85,ESQUINA
1,W,8,146.91,64237.57,ESQ/F/PARQ
1,W,9,90.0,38700.0,FRE/PARQUE
1,W,10,90.0,38700.0,FRE/PARQUE
1,W,11,90.0,38700.0,FRE/PARQUE
1,W,12,90.0,38700.0,FRE/PARQUE
1,W,13,124.4,54398.21,ESQ/F/PARQ
1,X,1,109.89,36263.7,ESQ/F/ALAMEDA
1,X,2,108.57,34742.4,FRE/ALAMEDA
1,X,3,105.39,33724.8,FRE/ALAMEDA
1,X,4,102.21,32707.2,FRE/ALAMEDA
1,X,5,99.04,31692.8,FRE/ALAMEDA
1,X,6,116.29,39500.0,ESQ/F/ALAMEDA
1,Y,1,109.71,46204.3,ESQ/F/ALAMEDA
1,Y,2,147.26,58595.8,ESQ/F/ALAMEDA
1,Y,3,90.0,37900.0,MEDIANERO
1,Y,4,90.0,37900.0,MEDIANERO
1,Y,5,90.0,37900.0,MEDIANERO
1,Y,6,90.0,37900.0,MEDIANERO
1,Y,7,91.61,39315.2,ESQUINA
1,Y,8,99.38,42795.4,ESQ/F/ALAMEDA
1,Y,9,90.0,38800.0,FRE/ALAMEDA
1,Y,10,90.0,38800.0,FRE/ALAMEDA
1,Y,11,90.0,38800.0,FRE/ALAMEDA
1,Y,12,90.0,38800.0,FRE/ALAMEDA
1,A',1,123.55,39536.0,FRE/ALAMEDA
1,A',2,122.39,40388.7,ESQ/F/ALAMEDA
1,A',3,103.25,32007.5,MEDIANERO
1,A',4,97.46,30212.6,MEDIANERO
1,A',5,91.68,28420.8,MEDIANERO
1,A',6,91.79,28454.9,MEDIANERO
1,A',7,100.31,31096.1,MEDIANERO
1,A',8,90.53,28064.3,MEDIANERO
1,A',9,95.66,29654.6,MEDIANERO
1,A',10,112.94,35011.4,MEDIANERO
1,A',11,91.68,30254.4,ESQ/F/ALAMEDA
1,A',12,95.45,30544.0,FRE/ALAMEDA
1,A',13,90.53,28969.6,FRE/ALAMEDA
1,A',14,100.31,32099.2,FRE/ALAMEDA
1,A',15,91.79,29372.8,FRE/ALAMEDA
1,A',16,91.68,29337.6,FRE/ALAMEDA
1,A',17,97.46,31187.2,FRE/ALAMEDA
1,A',18,85.42,28188.6,ESQ/F/ALAMEDA
1,A',19,90.62,28998.4,FRE/ALAMEDA
1,B',1,94.46,31171.8,ESQ/F/ALAMEDA
1,B',2,91.03,29129.6,ESQUINA
1,B',3,90.91,28182.1,MEDIANERO
1,B',4,90.97,28200.7,MEDIANERO
1,B',5,90.02,29706.6,ESQ/F/ALAMEDA
1,C',1,91.12,27336.0,MEDIANERO
1,C',2,91.12,27336.0,MEDIANERO
1,C',3,91.12,27336.0,MEDIANERO
1,C',4,91.12,27336.0,MEDIANERO
1,C',5,91.12,27336.0,MEDIANERO
1,C',6,91.12,27336.0,MEDIANERO
1,C',7,91.12,27336.0,MEDIANERO
1,C',8,91.12,27336.0,MEDIANERO
1,C',9,91.12,27336.0,MEDIANERO
1,C',10,123.0,37515.0,ESQUINA
1,C',11,115.0,35075.0,ESQUINA
1,C',12,91.12,27336.0,MEDIANERO
1,C',13,91.12,27336.0,MEDIANERO
1,C',14,91.12,27336.0,MEDIANERO
1,C',15,91.12,27336.0,MEDIANERO
1,C',16,91.12,27336.0,MEDIANERO
1,C',17,91.12,27336.0,MEDIANERO
1,C',18,91.12,27336.0,MEDIANERO
1,C',19,91.12,27336.0,MEDIANERO
1,C',20,91.12,27336.0,MEDIANERO
1,C',21,87.79,26337.0,MEDIANERO
1,C',22,137.57,41271.0,MEDIANERO
1,C',23,115.4,34620.0,FRE/ALAMEDA
1,C',24,86.05,25815.0,FRE/ALAMEDA
1,C',25,72.39,22078.95,ESQ/F/ALAMEDA
1,D',1,90.31,27544.55,ESQUINA
1,D',2,90.0,27000.0,MEDIANERO
1,D',3,90.0,27000.0,MEDIANERO
1,D',4,90.0,27000.0,MEDIANERO
1,D',5,90.0,27000.0,MEDIANERO
1,D',6,90.0,27000.0,MEDIANERO
1,D',7,90.0,27000.0,MEDIANERO
1,D',8,90.0,27000.0,MEDIANERO
1,D',9,90.0,27000.0,MEDIANERO
1,D',10,90.0,27000.0,MEDIANERO
1,D',11,90.0,27000.0,MEDIANERO
1,D',12,90.0,27000.0,MEDIANERO
1,D',13,90.0,27000.0,MEDIANERO
1,D',14,161.37,49217.85,ESQUINA
1,D',15,127.47,38878.35,ESQUINA
1,D',16,90.0,27000.0,MEDIANERO
1,D',17,90.0,27000.0,MEDIANERO
1,D',18,90.0,27000.0,MEDIANERO
1,D',19,90.0,27000.0,MEDIANERO
1,D',20,90.0,27000.0,MEDIANERO
1,D',21,90.0,27000.0,MEDIANERO
1,D',22,90.0,27000.0,MEDIANERO
1,D',23,90.0,27000.0,MEDIANERO
1,D',24,90.0,27000.0,MEDIANERO
1,D',25,90.0,27000.0,MEDIANERO
1,D',26,90.0,27000.0,MEDIANERO
1,D',27,90.0,27000.0,MEDIANERO
1,D',28,155.3,47366.5,ESQUINA
1,E',1,94.45,28807.25,ESQUINA
1,E',2,99.23,29272.85,MEDIANERO
1,E',3,101.62,29977.9,MEDIANERO
1,E',4,101.75,30016.25,MEDIANERO
1,E',5,155.91,49111.65,ESQ/AVENIDA
1,E',6,109.03,32709.0,AVENIDA
1,E',7,92.73,29209.95,ESQ/AVENIDA
1,E',8,103.92,30656.4,MEDIANERO
1,E',9,92.28,27222.6,MEDIANERO
1,E',10,90.23,27520.15,ESQUINA
1,E',11,104.7,30886.5,MEDIANERO
1,E',12,102.45,30222.75,MEDIANERO
1,F',1,98.41,30015.05,ESQUINA
1,F',2,90.59,26724.05,MEDIANERO
1,F',3,94.22,27794.9,MEDIANERO
1,F',4,99.71,29414.45,MEDIANERO
1,F',5,92.15,27184.25,MEDIANERO
1,F',6,95.93,28299.35,MEDIANERO
1,F',7,94.76,27954.2,MEDIANERO
1,F',8,97.21,30621.15,ESQ/AVENIDA
1,F',9,93.28,29383.2,ESQ/AVENIDA
1,F',10,91.86,27098.7,MEDIANERO
1,F',11,95.34,28125.3,MEDIANERO
1,F',12,94.95,28010.25,MEDIANERO
2,A,1,90.0,22950.0,ESQ/F/PARQ
2,A,2,90.0,21870.0,FRE/PARQ
2,A,3,90.0,21870.0,FRE/PARQ
2,A,4,97.39,24834.0,ESQ/F/PARQ
2,A,5,85.09,19145.25,MEDIANERO
2,A,6,85.22,19174.5,MEDIANERO
2,A,7,85.36,19206.0,MEDIANERO
2,A,8,85.5,19237.5,MEDIANERO
2,A,9,85.64,19269.0,MEDIANERO
2,A,10,85.77,19298.25,MEDIANERO
2,A,11,85.91,19329.75,MEDIANERO
2,A,12,86.05,19361.25,MEDIANERO
2,A,13,86.18,19390.5,MEDIANERO
2,A,14,86.32,19422.0,MEDIANERO
2,A,15,86.46,19453.5,MEDIANERO
2,A,16,86.6,19485.0,MEDIANERO
2,A,17,86.76,19521.0,MEDIANERO
2,A,18,92.86,25401.0,ESQUINA
2,A,19,149.95,36737.75,ESQUINA
2,A,20,90.0,20250.0,MEDIANERO
2,A,21,90.0,20250.0,MEDIANERO
2,A,22,90.0,20250.0,MEDIANERO
2,A,23,90.0,20250.0,MEDIANERO
2,A,24,90.0,20250.0,MEDIANERO
2,A,25,90.0,20250.0,MEDIANERO
2,A,26,90.0,20250.0,MEDIANERO
2,A,27,90.0,20250.0,MEDIANERO
2,A,28,90.0,20250.0,MEDIANERO
2,A,29,90.0,20250.0,MEDIANERO
2,A,30,90.0,20250.0,MEDIANERO
2,B,1,101.25,22781.25,MEDIANERO
2,B,2,101.25,22781.25,MEDIANERO
2,B,3,90.82,22250.9,ESQUINA
2,B,4,92.24,20754.0,MEDIANERO
2,B,5,92.61,22504.23,ESQUINA
2,B,6,101.25,24603.75,FRE/PARQ
2,B,7,101.25,24603.75,FRE/PARQ
2,B,8,90.0,21870.0,FRE/PARQ
2,B,9,90.0,22950.0,ESQ/F/PARQ
2,B,10,90.0,20250.0,MEDIANERO
2,B,11,90.0,20250.0,MEDIANERO
2,B,12,90.0,20250.0,MEDIANERO
2,B,13,90.0,20250.0,MEDIANERO
2,B,14,90.0,20250.0,MEDIANERO
2,B,15,90.0,20250.0,MEDIANERO
2,B,16,90.0,20250.0,MEDIANERO
2,B,17,90.0,20250.0,MEDIANERO
2,B,18,90.0,20250.0,MEDIANERO
2,B,19,90.22,22103.9,ESQUINA
2,B,20,129.82,29209.5,MEDIANERO
2,B,21,93.66,21073.5,MEDIANERO
2,B,22,98.45,22151.25,MEDIANERO
2,B,23,117.15,26358.75,MEDIANERO
2,B,24,91.95,22356.25,ESQUINA
2,B,25,90.0,20250.0,MEDIANERO
2,B,26,90.0,20250.0,MEDIANERO
2,C,1,102.63,26170.65,ESQ/F/PARQ
2,C,2,103.83,25230.69,FRE/PARQ
2,C,3,103.83,25230.69,FRE/PARQ
2,C,4,103.83,25230.69,FRE/PARQ
2,C,5,122.47,29760.21,FRE/PARQ
2,C,6,128.5,31225.5,FRE/PARQ
2,C,7,101.84,24747.12,FRE/PARQ
2,C,8,96.07,23345.01,FRE/PARQ
2,C,9,96.12,24510.6,ESQ/F/PARQ
2,E,1,75.93,18602.85,ESQUINA
2,E,2,76.13,17129.25,MEDIANERO
2,E,3,76.35,17178.75,MEDIANERO
2,E,4,76.57,17228.25,MEDIANERO
2,E,5,76.78,19578.9,ESQ/F/PARQ
2,E,6,90.0,21870.0,FRE/PARQ
2,E,7,90.0,21870.0,FRE/PARQ
2,E,8,90.0,21870.0,FRE/PARQ
2,E,9,90.0,21870.0,FRE/PARQ
2,E,10,90.0,21870.0,FRE/PARQ
2,E,11,90.0,21870.0,FRE/PARQ
2,E,12,90.0,21870.0,FRE/PARQ
2,E,13,90.0,21870.0,FRE/PARQ
2,E,14,90.0,20250.0,MEDIANERO
2,E,15,90.28,22118.6,ESQUINA
2,E,16,90.41,20342.25,MEDIANERO
2,E,17,92.33,22620.85,ESQUINA
2,E,18,90.0,20250.0,MEDIANERO
2,E,19,90.0,20250.0,MEDIANERO
2,E,20,90.0,20250.0,MEDIANERO
2,E,21,90.0,20250.0,MEDIANERO
2,E,22,90.0,20250.0,MEDIANERO
2,E,23,90.0,20250.0,MEDIANERO
2,E,24,90.0,20250.0,MEDIANERO
2,E,25,90.0,20250.0,MEDIANERO
2,E,26,90.0,20250.0,MEDIANERO
2,F,1,82.84,20295.8,ESQUINA
2,F,2,79.2,17820.0,MEDIANERO
2,F,3,76.13,17129.25,MEDIANERO
2,F,4,74.71,16809.75,MEDIANERO
2,F,5,74.79,18323.55,ESQUINA
2,F,6,90.0,20250.0,MEDIANERO
2,F,7,90.0,20250.0,MEDIANERO
2,F,8,90.0,20250.0,MEDIANERO
2,F,9,90.0,20250.0,MEDIANERO
2,F,10,90.0,20250.0,MEDIANERO
2,F,11,90.0,20250.0,MEDIANERO
2,F,12,90.0,20250.0,MEDIANERO
2,F,13,90.0,20250.0,MEDIANERO
2,F,14,102.44,25097.8,ESQUINA
2,F,15,99.46,22378.5,MEDIANERO
2,F,16,99.46,22378.5,MEDIANERO
2,F,17,93.5,22907.5,ESQUINA
2,F,18,90.0,20250.0,MEDIANERO
2,F,19,90.0,20250.0,MEDIANERO
2,F,20,90.0,20250.0,MEDIANERO
2,F,21,90.0,20250.0,MEDIANERO
2,F,22,90.0,20250.0,MEDIANERO
2,F,23,90.0,20250.0,MEDIANERO
2,F,24,90.0,20250.0,MEDIANERO
2,F,25,90.0,20250.0,MEDIANERO
